"Town_Code","Town_Name","Pop_T","city_class"
800393,"Jind",167592,"Class_1"
800394,"Julana",18755,"Class_4"
800395,"Safidon",34728,"Class_3"
800396,"Ratia",37152,"Class_3"
800397,"Tohana",63871,"Class_2"
800398,"Fatehabad",70777,"Class_2"
800399,"Mandi Dabwali",52873,"Class_2"
800400,"Kalanwali",22095,"Class_3"
800401,"Sirsa",182534,"Class_1"
800402,"Rania",25123,"Class_3"
800403,"Ellenabad",36623,"Class_3"
800404,"Barwala",43384,"Class_3"
800405,"Hisar",307024,"Class_1"
800406,"Narnaund",17242,"Class_4"
800407,"Hansi",86770,"Class_2"
800408,"Bawani khera",20289,"Class_3"
800409,"Bhiwani",196057,"Class_1"
800410,"Siwani",19143,"Class_4"
800411,"Loharu",13937,"Class_4"
800412,"Charkhi Dadri",56337,"Class_2"
800413,"Maham",20484,"Class_3"
800414,"Rohtak",374292,"Class_1"
800415,"Kalanaur",23319,"Class_3"
800416,"Sampla",20563,"Class_3"
800417,"Beri",15934,"Class_4"
800418,"Bahadurgarh",170767,"Class_1"
800419,"Jhajjar",48424,"Class_3"
800420,"Kanina",12989,"Class_4"
800421,"Mahendragarh",29128,"Class_3"
800422,"Ateli",7619,"Class_5"
800423,"Narnaul",74581,"Class_2"
800424,"Dharuhera",30344,"Class_3"
800425,"Rewari",143021,"Class_1"
800426,"Bawal",16776,"Class_4"
800427,"Hailey Mandi",20906,"Class_3"
800428,"Pataudi",20418,"Class_3"
800429,"Gurgaon",886519,"Class_1"
800430,"Farrukhnagar",13513,"Class_4"
800431,"Sohna",36552,"Class_3"
800432,"Taoru",22599,"Class_3"
800433,"Nuh",16260,"Class_4"
800434,"Ferozepur jhirka",24750,"Class_3"
800435,"Punahana",24734,"Class_3"
800436,"Faridabad",1414050,"Million_Plus"
800437,"Palwal",131926,"Class_1"
800438,"Hathin",14421,"Class_4"
800439,"Hassan Pur",11569,"Class_4"
800440,"Hodal",50143,"Class_2"
800441,"DMC",11034555,"Million_Plus"
800442,"N.D.M.C.",257803,"Class_1"
800443,"Delhi Cantonment",110351,"Class_1"
800444,"Kesrisinghpur",14010,"Class_4"
800445,"Karanpur",21297,"Class_3"
800446,"Ganganagar",237780,"Class_1"
800447,"Sadulshahar",24980,"Class_3"
800448,"Gajsinghpur",9995,"Class_5"
800449,"Padampur",18420,"Class_4"
800450,"Raisinghnagar",28330,"Class_3"
800451,"Anupgarh",30877,"Class_3"
800452,"Vijainagar",18425,"Class_4"
800453,"Suratgarh",70536,"Class_2"
800454,"Sangaria",36619,"Class_3"
800455,"Hanumangarh",150958,"Class_1"
800456,"Pilibanga",37288,"Class_3"
800457,"Rawatsar",35102,"Class_3"
800458,"Nohar",49835,"Class_3"
800459,"Bhadra",40662,"Class_3"
800460,"Bikaner",644406,"Class_1"
800461,"Deshnoke",18470,"Class_4"
800462,"Nokha",62699,"Class_2"
800463,"Dungargarh",53294,"Class_2"
800464,"Taranagar",32640,"Class_3"
800465,"Rajgarh",59193,"Class_2"
800466,"Sardarshahar",95911,"Class_2"
800467,"Ratannagar",12841,"Class_4"
800468,"Churu",120157,"Class_1"
800469,"Ratangarh",71124,"Class_2"
800470,"Rajaldesar",27419,"Class_3"
800471,"Bidasar",35683,"Class_3"
800472,"Chhapar",19744,"Class_4"
800473,"Sujangarh",101523,"Class_1"
800474,"Bissau",23227,"Class_3"
800475,"Mandawa",23335,"Class_3"
800476,"Jhunjhunun",118473,"Class_1"
800477,"Baggar",14238,"Class_4"
800478,"Pilani",29741,"Class_3"
800479,"Vidyavihar",15644,"Class_4"
800480,"Surajgarh",21666,"Class_3"
800481,"Chirawa",43953,"Class_3"
800482,"Khetri",18209,"Class_4"
800483,"Mukandgarh",18469,"Class_4"
800484,"Nawalgarh",63948,"Class_2"
800485,"Udaipurwati",29236,"Class_3"
800486,"Behror",29531,"Class_3"
800487,"Bhiwadi",104921,"Class_1"
800488,"Tijara",24747,"Class_3"
800489,"Khairthal",38298,"Class_3"
800490,"Alwar",322568,"Class_1"
800491,"Rajgarh",26631,"Class_3"
800492,"Kherli",17634,"Class_4"
800493,"Kaman",38040,"Class_3"
800494,"Nagar",25572,"Class_3"
800495,"Deeg",44999,"Class_3"
800496,"Nadbai",26411,"Class_3"
800497,"Kumher",23540,"Class_3"
800498,"Bharatpur",252838,"Class_1"
800499,"Bhusawar",19946,"Class_4"
800500,"Weir",19385,"Class_4"
800501,"Bayana",38502,"Class_3"
800502,"Bari",62721,"Class_2"
800503,"Dhaulpur",133075,"Class_1"
800504,"Rajakhera",33666,"Class_3"
800505,"Todabhim",22977,"Class_3"
800506,"Hindaun",105452,"Class_1"
800507,"Karauli",82960,"Class_2"
800508,"Gangapur City",119090,"Class_1"
800509,"Sawai Madhopur",121106,"Class_1"
800510,"Bandikui",44664,"Class_3"
800511,"Dausa",85960,"Class_2"
800512,"Lalsot",34363,"Class_3"
800513,"Kotputli",49202,"Class_3"
800514,"Viratnagar",20568,"Class_3"
800515,"Shahpura",33895,"Class_3"
800516,"Chomu",64417,"Class_2"
800517,"Kishangarh Renwal",29201,"Class_3"
800518,"Sambhar",22327,"Class_3"
800519,"Phulera",26091,"Class_3"
800520,"Jobner",11354,"Class_4"
800521,"Bagru",31229,"Class_3"
800522,"Jaipur",3046163,"Million_Plus"
800523,"Chaksu",33432,"Class_3"
800524,"Ramgarh",33024,"Class_3"
800525,"Fatehpur",92595,"Class_2"
800526,"Lachhmangarh",53392,"Class_2"
800527,"Sikar",244497,"Class_1"
800528,"Losal",28504,"Class_3"
800529,"Khandela",29044,"Class_3"
800530,"Sri Madhopur",31366,"Class_3"
800531,"Reengus",26139,"Class_3"
800532,"Neem-Ka-Thana",36231,"Class_3"
800533,"Ladnu",65575,"Class_2"
800534,"Didwana",53749,"Class_2"
800535,"Nagaur",105218,"Class_1"
800536,"Mundwa",16871,"Class_4"
800537,"Kuchera",23468,"Class_3"
800538,"Merta City",46070,"Class_3"
800539,"Parbatsar",15172,"Class_4"
800540,"Makrana",94487,"Class_2"
800541,"Kuchaman City",61969,"Class_2"
800542,"Nawa",22088,"Class_3"
800543,"Phalodi",49914,"Class_3"
800544,"Jodhpur",1056191,"Million_Plus"
800545,"Pipar City",36810,"Class_3"
800546,"Bilara",39590,"Class_3"
800547,"Jaisalmer",65471,"Class_2"
800548,"Pokaran",23554,"Class_3"
800549,"Balotra",74496,"Class_2"
800550,"Barmer",96225,"Class_2"
800551,"Jalor",54081,"Class_2"
800552,"Bhinmal",47932,"Class_3"
800553,"Sanchore",32875,"Class_3"
800554,"Sheoganj",28053,"Class_3"
800555,"Sirohi",39229,"Class_3"
800556,"Pindwara",24487,"Class_3"
800557,"Mount Abu",22943,"Class_3"
800558,"Abu Road",55599,"Class_2"
800559,"Jaitaran",22621,"Class_3"
800560,"Sojat",43023,"Class_3"
800561,"Pali",230075,"Class_1"
800562,"Rani",13880,"Class_4"
800563,"Sadri",27390,"Class_3"
800564,"Takhatgarh",16729,"Class_4"
800565,"Sumerpur",37093,"Class_3"
800566,"Falna",24839,"Class_3"
800567,"Bali",19880,"Class_4"
800568,"Kishangarh",154886,"Class_1"
800569,"Pushkar",21626,"Class_3"
800570,"Ajmer",542321,"Class_1"
800571,"Beawar",151152,"Class_1"
800572,"Vijainagar",32124,"Class_3"
800573,"Nasirabad",50804,"Class_2"
800574,"Sarwar",20372,"Class_3"
800575,"Kekri",41890,"Class_3"
800576,"Malpura",36028,"Class_3"
800577,"Niwai",37765,"Class_3"
800578,"Tonk",165294,"Class_1"
800579,"Todaraisingh",23559,"Class_3"
800580,"Deoli",22065,"Class_3"
800581,"Uniara",12551,"Class_4"
800582,"Nainwa",19485,"Class_4"
800583,"Indragarh",7444,"Class_5"
800584,"Lakheri",29572,"Class_3"
800585,"Keshoraipatan",24627,"Class_3"
800586,"Kaprain",20748,"Class_3"
800587,"Bundi",104919,"Class_1"
800588,"Asind",16611,"Class_4"
800589,"Gulabpura",27215,"Class_3"
800590,"Shahpura",30320,"Class_3"
800591,"Gangapur",18777,"Class_4"
800592,"Bhilwara",359483,"Class_1"
800593,"Jahazpur",20586,"Class_3"
800594,"Mandalgarh",13844,"Class_4"
800595,"Deogarh",17604,"Class_4"
800596,"Amet",17335,"Class_4"
800597,"Rajsamand",67798,"Class_2"
800598,"Nathdwara",42016,"Class_3"
800599,"Dungarpur",47706,"Class_3"
800600,"Sagwara",29439,"Class_3"
800601,"Banswara",101017,"Class_1"
800602,"Kushalgarh",10666,"Class_4"
800603,"Begun",20705,"Class_3"
800604,"Rawatbhata",37699,"Class_3"
800605,"Chittaurgarh",116406,"Class_1"
800606,"Kapasan",20869,"Class_3"
800607,"Nimbahera",61949,"Class_2"
800608,"Bari Sadri",15713,"Class_4"
800609,"Kota",1001694,"Million_Plus"
800610,"Kaithoon",24260,"Class_3"
800611,"Ramganj Mandi",41328,"Class_3"
800612,"Sangod",21846,"Class_3"
800613,"Mangrol",25073,"Class_3"
800614,"Antah",32377,"Class_3"
800615,"Baran",117992,"Class_1"
800616,"Chhabra",32285,"Class_3"
800617,"Jhalawar",66919,"Class_2"
800618,"Jhalrapatan",37506,"Class_3"
800619,"Aklera",26240,"Class_3"
800620,"Bhawani Mandi",42283,"Class_3"
800621,"Pirawa",12807,"Class_4"
800622,"Fatehnagar",22812,"Class_3"
800623,"Udaipur",451100,"Class_1"
800624,"Bhinder",17878,"Class_4"
800625,"Kanor",13239,"Class_4"
800626,"Salumbar",16425,"Class_4"
800627,"Chhoti Sadri",18360,"Class_4"
800628,"Pratapgarh",42079,"Class_3"
800629,"Behat",20474,"Class_3"
800630,"Saharanpur",705478,"Class_1"
800631,"Chilkana Sultanpur",19501,"Class_4"
800632,"Sarsawa",18956,"Class_4"
800633,"Nakur",22712,"Class_3"
800634,"Ambehta",15739,"Class_4"
800635,"Gangoh",59279,"Class_2"
800636,"Titron",10898,"Class_4"
800637,"Deoband",97037,"Class_2"
800638,"Nanauta",22551,"Class_3"
800639,"Rampur Maniharan",27979,"Class_3"
800640,"Un",15124,"Class_4"
800641,"Jhinjhana",18740,"Class_4"
800642,"Kairana",89000,"Class_2"
800643,"Kandhla",46796,"Class_3"
800644,"Ailam",12110,"Class_4"
800645,"Shamli",107266,"Class_1"
800646,"Banat",20728,"Class_3"
800647,"Garhi Pukhta",11748,"Class_4"
800648,"Thana Bhawan",36669,"Class_3"
800649,"Jalalabad",27921,"Class_3"
800650,"Purquazi",29041,"Class_3"
800651,"Charthawal",20653,"Class_3"
800652,"Muzaffarnagar",392768,"Class_1"
800653,"Sisauli",15091,"Class_4"
800654,"Budhana",53722,"Class_2"
800655,"Shahpur",20154,"Class_3"
800656,"Khatauli",72949,"Class_2"
800657,"Jansath",19786,"Class_4"
800658,"Bhokarhedi",17829,"Class_4"
800659,"Miranpur",29283,"Class_3"
800660,"Sahanpur",21639,"Class_3"
800661,"Najibabad",88535,"Class_2"
800662,"Jalalabad",20360,"Class_3"
800663,"Kiratpur",61946,"Class_2"
800664,"Mandawar",21078,"Class_3"
800665,"Bijnor",93297,"Class_2"
800666,"Jhalu",20978,"Class_3"
800667,"Haldaur",19567,"Class_4"
800668,"Nagina",95246,"Class_2"
800669,"Warhapur",23456,"Class_3"
800670,"Afzalgarh",29101,"Class_3"
800671,"Sherkot",62226,"Class_2"
800672,"Dhampur",50997,"Class_2"
800673,"Nehtaur",47834,"Class_3"
800674,"Seohara",53296,"Class_2"
800675,"Sahaspur",24463,"Class_3"
800676,"Noorpur",38806,"Class_3"
800677,"Chandpur",83441,"Class_2"
800678,"Thakurdwara",44255,"Class_3"
800679,"Kanth",26381,"Class_3"
800680,"Umri Kalan",17803,"Class_4"
800681,"Bhojpur Dharampur",31305,"Class_3"
800682,"Moradabad",887871,"Class_1"
800683,"Kundarki",29951,"Class_3"
800684,"Bilari",37567,"Class_3"
800685,"Sirsi",26519,"Class_3"
800686,"Sambhal",220813,"Class_1"
800687,"Bahjoi",37037,"Class_3"
800688,"Narauli",18346,"Class_4"
800689,"Chandausi",114383,"Class_1"
800690,"Maswasi",17737,"Class_4"
800691,"Suar",32158,"Class_3"
800692,"Tanda",48059,"Class_3"
800693,"Bilaspur",43908,"Class_3"
800694,"Kemri",28698,"Class_3"
800695,"Rampur",325313,"Class_1"
800696,"Shahabad",38276,"Class_3"
800697,"Milak",30553,"Class_3"
800698,"Dhanaura",30007,"Class_3"
800699,"Bachhraon",31101,"Class_3"
800700,"Gajraula",55048,"Class_2"
800701,"Naugawan Sadat",32954,"Class_3"
800702,"Amroha",198471,"Class_1"
800703,"Joya",18377,"Class_4"
800704,"Hasanpur",61243,"Class_2"
800705,"Ujhari",24488,"Class_3"
800706,"Karnawal",11663,"Class_4"
800707,"Sardhana",58252,"Class_2"
800708,"Daurala",19776,"Class_4"
800709,"Lawar",22024,"Class_3"
800710,"Phalauda",19908,"Class_4"
800711,"Bahsuma",11753,"Class_4"
800712,"Hastinapur",26452,"Class_3"
800713,"Mawana",81443,"Class_2"
800714,"Parikshitgarh",19830,"Class_4"
800715,"Kithaur",27933,"Class_3"
800716,"Meerut",1305429,"Million_Plus"
800717,"Meerut",93312,"Class_2"
800718,"Sewalkhas",24882,"Class_3"
800719,"Kharkhoda",14364,"Class_4"
800720,"Chhaprauli",18970,"Class_4"
800721,"Tikri",14092,"Class_4"
800722,"Doghat",14166,"Class_4"
800723,"Baraut",103764,"Class_1"
800724,"Baghpat",50310,"Class_2"
800725,"Agarwal Mandi",13873,"Class_4"
800726,"Aminagar Sarai",11174,"Class_4"
800727,"Khekada",48676,"Class_3"
800728,"Patala",9500,"Class_5"
800729,"Niwari",9205,"Class_5"
800730,"Modinagar",130325,"Class_1"
800731,"Faridnagar",12785,"Class_4"
800732,"Muradnagar",95208,"Class_2"
800733,"Loni",516082,"Class_1"
800734,"Ghaziabad",1648643,"Million_Plus"
800735,"Dasna",34914,"Class_3"
800736,"Pilkhuwa",83736,"Class_2"
800737,"Hapur",262983,"Class_1"
800738,"Babugarh",5452,"Class_5"
800739,"Garhmukhteshwar",46077,"Class_3"
800740,"Dadri",91189,"Class_2"
800741,"Bilaspur",8980,"Class_5"
800742,"Dankaur",13520,"Class_4"
800743,"Rabupura",15454,"Class_4"
800744,"Jahangirpur",11006,"Class_4"
800745,"Jewar",32269,"Class_3"
800746,"Sikandrabad",81028,"Class_2"
800747,"Kakod",9213,"Class_5"
800748,"Aurangabad",26544,"Class_3"
800749,"Bulandshahr",230024,"Class_1"
800750,"Gulaothi",50823,"Class_2"
800751,"Bhawan Bahadur Nagar",10188,"Class_4"
800752,"Siana",44415,"Class_3"
800753,"Bugrasi",14992,"Class_4"
800754,"Khanpur",17247,"Class_4"
800755,"Anupshahr",29087,"Class_3"
800756,"Jahangirabad",59858,"Class_2"
800757,"Dibai",39818,"Class_3"
800758,"Naraura",22775,"Class_3"
800759,"Shikarpur",37969,"Class_3"
800760,"Pahasu",20672,"Class_3"
800761,"Chhatari",11373,"Class_4"
800762,"Khurja",121207,"Class_1"
800763,"Jatari",18387,"Class_4"
800764,"Khair",35751,"Class_3"
800765,"Atrauli",50412,"Class_2"
800766,"Chharra Rafatpur",21146,"Class_3"
800767,"Harduaganj",13690,"Class_4"
800768,"Aligarh",874408,"Class_1"
800769,"Jalali",20238,"Class_3"
800770,"Kauriaganj",12244,"Class_4"
800771,"Pilkhana",11518,"Class_4"
800772,"Vijaigarh",7124,"Class_5"
800773,"Iglas",15478,"Class_4"
800774,"Beswan",6278,"Class_5"
800775,"Sasni",13291,"Class_4"
800776,"Sikandrarao",46038,"Class_3"
800777,"Purdilnagar",21885,"Class_3"
800778,"Hasayan",6621,"Class_5"
800779,"Mendu",14484,"Class_4"
800780,"Hathras",143020,"Class_1"
800781,"Mursan",13637,"Class_4"
800782,"Sadabad",40926,"Class_3"
800783,"Sahpau",8920,"Class_5"
800784,"Kosi Kalan",60074,"Class_2"
800785,"Nandgaon",11517,"Class_4"
800786,"Barsana",11184,"Class_4"
800787,"Chhata",23537,"Class_3"
800788,"Chaumuhan",13173,"Class_4"
800789,"Bajna",8991,"Class_5"
800790,"Raya",21344,"Class_3"
800791,"Gokul",4916,"Class_6"
800792,"Mahaban",10995,"Class_4"
800793,"Baldeo",11813,"Class_4"
800794,"Farah",10412,"Class_4"
800795,"Vrindavan",63005,"Class_2"
800796,"Radhakund",7511,"Class_5"
800797,"Govardhan",22576,"Class_3"
800798,"Saunkh",9556,"Class_5"
800799,"Mathura",349909,"Class_1"
800800,"Mathura",25681,"Class_3"
800801,"Etmadpur",21897,"Class_3"
800802,"Dayalbagh",2830,"Class_6"
800803,"Swamibagh",2039,"Class_6"
800804,"Agra",1585704,"Million_Plus"
800805,"Agra",53053,"Class_2"
800806,"Achhnera",22781,"Class_3"
800807,"Kiraoali",23788,"Class_3"
800808,"Fatehpur Sikri",32905,"Class_3"
800809,"Jagner",11575,"Class_4"
800810,"Kheragarh",21470,"Class_3"
800811,"Shamsabad",33144,"Class_3"
800812,"Fatehabad",23278,"Class_3"
800813,"Pinahat",18709,"Class_4"
800814,"Bah",16211,"Class_4"
800815,"Tundla",50423,"Class_2"
800816,"Firozabad",604214,"Class_1"
800817,"Fariha",6887,"Class_5"
800818,"Jasrana",10648,"Class_4"
800819,"Shikohabad",107404,"Class_1"
800820,"Sirsaganj",32098,"Class_3"
800821,"Kuraoali",24969,"Class_3"
800822,"Jyoti Khuriya",5665,"Class_5"
800823,"Ghiraur",15911,"Class_4"
800824,"Mainpuri",136557,"Class_1"
800825,"Karhal",27701,"Class_3"
800826,"Bhogaon",30874,"Class_3"
800827,"Bewar",23729,"Class_3"
800828,"Kusmara",11938,"Class_4"
800829,"Kishni",11098,"Class_4"
800830,"Gawan",9568,"Class_5"
800831,"Babrala",18108,"Class_4"
800832,"Gunnaur",23665,"Class_3"
800833,"Islamnagar",31022,"Class_3"
800834,"Faizganj",12334,"Class_4"
800835,"Mundiya",6384,"Class_5"
800836,"Bisauli",32780,"Class_3"
800837,"Saidpur",15545,"Class_4"
800838,"Wazirganj",21844,"Class_3"
800839,"Rudayan",7620,"Class_5"
800840,"Bilsi",26604,"Class_3"
800841,"Sahaswan",66204,"Class_2"
800842,"Kachhla",9471,"Class_5"
800843,"Ujhani",62039,"Class_2"
800844,"Budaun",159285,"Class_1"
800845,"Kunwargaon",8053,"Class_5"
800846,"Gulariya",5539,"Class_5"
800847,"Sakhanu",10627,"Class_4"
800848,"Kakrala",37986,"Class_3"
800849,"Allapur",23985,"Class_3"
800850,"Dataganj",26244,"Class_3"
800851,"Usawan",13327,"Class_4"
800852,"Usehat",16361,"Class_4"
800853,"Baheri",68413,"Class_2"
800854,"Faridpur",7673,"Class_5"
800855,"Richha",20977,"Class_3"
800856,"Deoranian",20815,"Class_3"
800857,"Shergarh",16247,"Class_4"
800858,"Shishgarh",25815,"Class_3"
800859,"Mirganj",17542,"Class_4"
800860,"Fatehganj Pashchimi",26607,"Class_3"
800861,"Shahi",16950,"Class_4"
800862,"Bisharatganj",15975,"Class_4"
800863,"Aonla",55629,"Class_2"
800864,"Sirauli",23650,"Class_3"
800865,"Dhaura Tanda",23727,"Class_3"
800866,"Bareilly",904797,"Class_1"
800867,"Bareilly",30003,"Class_3"
800868,"Thiriya Nizamat Khan",23184,"Class_3"
800869,"Rithora",17186,"Class_4"
800870,"Sainthal",15332,"Class_4"
800871,"Nawabganj",39241,"Class_3"
800872,"Fatehganj Purvi",9480,"Class_5"
800873,"Faridpur",78249,"Class_2"
800874,"Gulariya Bhindara",6172,"Class_5"
800875,"Nyoria Husainpur",21812,"Class_3"
800876,"Jahanabad",14328,"Class_4"
800877,"Pilibhit",127988,"Class_1"
800878,"Barkhera",11964,"Class_4"
800879,"Bisalpur",73551,"Class_2"
800880,"Bilsanda",16036,"Class_4"
800881,"Kalinagar",11282,"Class_4"
800882,"Puranpur",40007,"Class_3"
800883,"Khutar",17423,"Class_4"
800884,"Powayan",28613,"Class_3"
800885,"Khudaganj",14737,"Class_4"
800886,"Katra",32440,"Class_3"
800887,"Tilhar",61444,"Class_2"
800888,"Railway Settlement Roza",11489,"Class_4"
800889,"Shahjahanpur",329736,"Class_1"
800890,"Shahjahanpur",18116,"Class_4"
800891,"Kanth",27137,"Class_3"
800892,"Jalalabad",38202,"Class_3"
800893,"Allahganj",14755,"Class_4"
800894,"Singahi Bhiraura",19196,"Class_4"
800895,"Paliya Kalan",41126,"Class_3"
800896,"Mailani",13416,"Class_4"
800897,"Gola Gokaran Nath",60172,"Class_2"
800898,"Mohammadi",44968,"Class_3"
800899,"Barwar",14196,"Class_4"
800900,"Lakhimpur",151993,"Class_1"
800901,"Kheri",33355,"Class_3"
800902,"Oel Dhakwa",12958,"Class_4"
800903,"Dhaurehra",24518,"Class_3"
800904,"Maholi",21331,"Class_3"
800905,"Misrikh-cum-Neemsar",18388,"Class_4"
800906,"Khairabad",48538,"Class_3"
800907,"Sitapur",177234,"Class_1"
800908,"Hargaon",20920,"Class_3"
800909,"Laharpur",61990,"Class_2"
800910,"Tambaur-cum-Ahamdabad",26052,"Class_3"
800911,"Biswan",55780,"Class_2"
800912,"Mahmudabad",50777,"Class_2"
800913,"Paintepur",13917,"Class_4"
800914,"Sidhauli",24976,"Class_3"
800915,"Shahabad",80226,"Class_2"
800916,"Pihani",36014,"Class_3"
800917,"Pali",18708,"Class_4"
800918,"Gopamau",15526,"Class_4"
800919,"Hardoi",197029,"Class_1"
800920,"Sandi",26007,"Class_3"
800921,"Bilgram",29768,"Class_3"
800922,"Madhoganj",11523,"Class_4"
800923,"Mallawan",36915,"Class_3"
800924,"Kursath",5924,"Class_5"
800925,"Kachhauna Patseni",15647,"Class_4"
800926,"Beniganj",10173,"Class_4"
800927,"Sandila",58346,"Class_2"
800928,"Ganj Muradabad",10957,"Class_4"
800929,"Bangarmau",44204,"Class_3"
800930,"Fatehpur Chaurasi",6715,"Class_5"
800931,"Ugu",6318,"Class_5"
800932,"Safipur",25688,"Class_3"
800933,"Kursath",6770,"Class_5"
800934,"Auras",6466,"Class_5"
800935,"Hyderabad",7697,"Class_5"
800936,"Rasulabad",7928,"Class_5"
800937,"Mohan",15071,"Class_4"
800938,"Nyotini",7577,"Class_5"
800939,"Nawabganj",11545,"Class_4"
800940,"Unnao",177658,"Class_1"
800941,"Gangaghat",84072,"Class_2"
800942,"Purwa",24467,"Class_3"
800943,"Maurawan",15484,"Class_4"
800944,"Bighapur",6501,"Class_5"
800945,"Bhagwant Nagar",6995,"Class_5"
800946,"Malihabad",17818,"Class_4"
800947,"Mahona",8557,"Class_5"
800948,"Itaunja",7305,"Class_5"
800949,"Bakshi Ka Talab",49166,"Class_3"
800950,"Kakori",19403,"Class_4"
800951,"Lucknow",2817105,"Million_Plus"
800952,"Lucknow",63003,"Class_2"
800953,"Gosainganj",9649,"Class_5"
800954,"Amethi",13530,"Class_4"
800955,"Nagram",10648,"Class_4"
800956,"Bachhrawan",12521,"Class_4"
800957,"Maharajganj",6673,"Class_5"
800958,"Jais",26735,"Class_3"
800959,"Rae Bareli",191316,"Class_1"
800960,"Lalganj",23124,"Class_3"
800961,"Dalmau",9983,"Class_5"
800962,"Unchahar",11033,"Class_4"
800963,"Parsadepur",11853,"Class_4"
800964,"Salon",14757,"Class_4"
800965,"Kampil",10281,"Class_4"
800966,"Kaimganj",34384,"Class_3"
800967,"Shamsabad",28454,"Class_3"
800968,"Farrukhabad-cum-Fatehgarh",276581,"Class_1"
800969,"Fatehgarh",14793,"Class_4"
800970,"Mohammadabad",24687,"Class_3"
800971,"Kamalganj",15477,"Class_4"
800972,"Samdhan",31479,"Class_3"
800973,"Gursahaiganj",46060,"Class_3"
800974,"Sikanderpur",9209,"Class_5"
800975,"Chhibramau",60986,"Class_2"
800976,"Saurikh",12498,"Class_4"
800977,"Talgram",11665,"Class_4"
800978,"Kannauj",84862,"Class_2"
800979,"Tirwaganj",24082,"Class_3"
800980,"Jaswantnagar",28164,"Class_3"
800981,"Etawah",256838,"Class_1"
800982,"Ekdil",11310,"Class_4"
800983,"Bharthana",44120,"Class_3"
800984,"Bakewar",14965,"Class_4"
800985,"Lakhna",10902,"Class_4"
800986,"Bidhuna",32252,"Class_3"
800987,"Achhalda",9431,"Class_5"
800988,"Babarpur Ajitmal",29284,"Class_3"
800989,"Atasu",11568,"Class_4"
800990,"Phaphund",17637,"Class_4"
800991,"Dibiyapur",27237,"Class_3"
800992,"Auraiya",87736,"Class_2"
800993,"Rasulabad",22196,"Class_3"
800994,"Jhinjhak",24027,"Class_3"
800995,"Derapur",7533,"Class_5"
800996,"Shivli",8621,"Class_5"
800997,"Rura",16233,"Class_4"
800998,"Akbarpur",20445,"Class_3"
800999,"Amraudha",10436,"Class_4"
801000,"Pukhrayan",24258,"Class_3"
801001,"Sikandra",13580,"Class_4"
801002,"Bilhaur",20493,"Class_3"
801003,"Shivrajpur",11948,"Class_4"
801004,"Bithoor",11300,"Class_4"
801005,"Kanpur",2768057,"Million_Plus"
801006,"Kanpur",108534,"Class_1"
801007,"Ghatampur",40623,"Class_3"
801008,"Rampura",12944,"Class_4"
801009,"Umri",9248,"Class_5"
801010,"Madhogarh",12858,"Class_4"
801011,"Jalaun",56909,"Class_2"
801012,"Kalpi",51670,"Class_2"
801013,"Kadaura",14903,"Class_4"
801014,"Orai",190575,"Class_1"
801015,"Kotra",8390,"Class_5"
801016,"Konch",53412,"Class_2"
801017,"Nadigaon",7991,"Class_5"
801018,"Samthar",22455,"Class_3"
801019,"Moth",12947,"Class_4"
801020,"Chirgaon",16724,"Class_4"
801021,"Erich",9531,"Class_5"
801022,"Gursarai",26869,"Class_3"
801023,"Garautha",10807,"Class_4"
801024,"Tondi Fatehpur",11855,"Class_4"
801025,"Mauranipur",61449,"Class_2"
801026,"Ranipur",18132,"Class_4"
801027,"Kathera",7533,"Class_5"
801028,"Barua Sagar",25028,"Class_3"
801029,"Baragaon",8585,"Class_5"
801030,"Jhansi",505693,"Class_1"
801031,"Jhansi",28343,"Class_3"
801032,"Jhansi Railway Settlement",13602,"Class_4"
801033,"Babina",27852,"Class_3"
801034,"Talbehat",14176,"Class_4"
801035,"Lalitpur",133305,"Class_1"
801036,"Pali",9267,"Class_5"
801037,"Mahroni",9415,"Class_5"
801038,"Kurara",13408,"Class_4"
801039,"Hamirpur",35475,"Class_3"
801040,"Sumerpur",39132,"Class_3"
801041,"Gohand",7503,"Class_5"
801042,"Rath",65056,"Class_2"
801043,"Sarila",9271,"Class_5"
801044,"Maudaha",40003,"Class_3"
801045,"Kul Pahar",20096,"Class_3"
801046,"Kharela",13745,"Class_4"
801047,"Charkhari",27760,"Class_3"
801048,"Mahoba",95216,"Class_2"
801049,"Kabrai",28564,"Class_3"
801050,"Mataundh",9371,"Class_5"
801051,"Banda",160473,"Class_1"
801052,"Tindwari",11113,"Class_4"
801053,"Baberu",15156,"Class_4"
801054,"Oran",7212,"Class_5"
801055,"Bisanda Buzurg",11611,"Class_4"
801056,"Atarra",47419,"Class_3"
801057,"Naraini",13400,"Class_4"
801058,"Manikpur Sarhat",16467,"Class_4"
801059,"Chitrakoot Dham",57402,"Class_2"
801060,"Rajapur",13439,"Class_4"
801061,"Kora Jahanabad",26359,"Class_3"
801062,"Bindki",36926,"Class_3"
801063,"Bahuwa",11031,"Class_4"
801064,"Fatehpur",193193,"Class_1"
801065,"Khaga",35637,"Class_3"
801066,"Kishunpur",7000,"Class_5"
801067,"Hathgram",11847,"Class_4"
801068,"Manikpur",15435,"Class_4"
801069,"Kunda",27179,"Class_3"
801070,"Antu",8504,"Class_5"
801071,"Bela Pratapgarh",76133,"Class_2"
801072,"Pratapgarh City",15071,"Class_4"
801073,"Katra Medniganj",7931,"Class_5"
801074,"Patti",10788,"Class_4"
