"Town_Code","Town_Name","Pop_T","city_class"
334397,"Masat",5839,"Class_5"
334398,"Sangrampur",5664,"Class_5"
334399,"Mohanpur",4845,"Class_6"
334400,"Durganagar",4658,"Class_6"
334491,"Patdaha",4993,"Class_6"
334672,"Berandari Bagaria",10748,"Class_4"
334673,"Dhola",5804,"Class_5"
334783,"Chandpur",6777,"Class_5"
334784,"Bangsidharpur",5218,"Class_5"
334785,"Purba Bishnupur",13060,"Class_4"
334881,"Purba Ranaghat",5207,"Class_5"
334882,"Lalpur",4691,"Class_6"
334883,"Krishna Chandrapur",8146,"Class_5"
334884,"Mathurapur",7797,"Class_5"
334952,"Raynagar",5593,"Class_5"
334953,"Kalikapur Barasat",6104,"Class_5"
334954,"Baharu",16155,"Class_4"
334955,"Uttarparanij",6810,"Class_5"
334956,"Alipur",5937,"Class_5"
334957,"Uttar Durgapur",5723,"Class_5"
335005,"Nimpith",8014,"Class_5"
335006,"Tulshighata",4366,"Class_6"
335119,"Basanti",6625,"Class_5"
335884,"Shilda",5724,"Class_5"
337141,"Amlagora",5165,"Class_5"
337142,"Garbeta",5109,"Class_5"
337373,"Durllabhganj",6796,"Class_5"
337374,"Dwari Geria",7754,"Class_5"
337375,"Naba Kola",6169,"Class_5"
341706,"Kharagpur Rly. Settlement",82735,"Class_2"
341707,"Kalaikunda",9344,"Class_5"
342538,"Balichak",13784,"Class_4"
343469,"Deuli",9007,"Class_5"
343888,"Chaulia",6186,"Class_5"
344458,"Kolaghat",25191,"Class_3"
344459,"Amalhara",14261,"Class_4"
344460,"Mihitikri",6906,"Class_5"
344461,"Kharisha",4120,"Class_6"
344561,"Anantapur",5532,"Class_5"
344562,"Dakshin Baguan",5180,"Class_5"
344649,"Kakdihi",5477,"Class_5"
344650,"Shantipur",9746,"Class_5"
344826,"Garh Kamalpur",6664,"Class_5"
344911,"Goasafat",6597,"Class_5"
345051,"Amarshi Kasba",6400,"Class_5"
345536,"Benudia",6797,"Class_5"
345537,"Hincha Gerya",4958,"Class_6"
345650,"Kotbar",6083,"Class_5"
345651,"Erashal",5332,"Class_5"
345732,"Barda",5155,"Class_5"
345855,"Nandigram",5803,"Class_5"
345896,"Ashadtalya",5274,"Class_5"
346431,"Basantia",5455,"Class_5"
346996,"Khadalgobra",5344,"Class_5"
347181,"Sinduria",5262,"Class_5"
349494,"Bachra",12969,"Class_4"
349733,"Bekobar",7184,"Class_5"
349734,"Karma",5753,"Class_5"
349865,"Domchanch",15809,"Class_4"
351169,"Dhanwar",8777,"Class_5"
352238,"Telodih",6970,"Class_5"
352239,"Sirsia",7181,"Class_5"
352240,"Mahesh Mundi",7389,"Class_5"
352241,"Akdoni Khurd",6321,"Class_5"
352242,"Dandidih",7769,"Class_5"
352243,"Paratdih",8854,"Class_5"
352244,"Pertodih",5293,"Class_5"
352566,"Barki Saraiya",18933,"Class_4"
352758,"Jamtara",6255,"Class_5"
352759,"Isri",9749,"Class_5"
356840,"Mahagma",10969,"Class_4"
357411,"Sarauni",4970,"Class_6"
358526,"Borio",6964,"Class_5"
358800,"Berhait Santali",9753,"Class_5"
358801,"Berhait Bazar",4732,"Class_6"
359221,"Tin Pahar",5336,"Class_5"
359350,"Patra",9536,"Class_5"
359741,"Barharwa",12617,"Class_4"
360488,"Kumarpur",7153,"Class_5"
360489,"Sagarmpur",6184,"Class_5"
360490,"Raghunandanpur",8335,"Class_5"
361401,"Hariharpur",6938,"Class_5"
361402,"Topchanchi",6082,"Class_5"
361403,"Gomoh",31495,"Class_3"
361404,"Gunghasa",6845,"Class_5"
361597,"Matigara",5685,"Class_5"
361598,"Bhim Kanari",5170,"Class_5"
361599,"Nandkharki",4427,"Class_6"
361600,"Madhuban",4316,"Class_6"
361601,"Barora",3890,"Class_6"
361602,"Dumra",6772,"Class_5"
361603,"Harina",4637,"Class_6"
361604,"Muraidih",6360,"Class_5"
361605,"Rajbhita Alias Rajganj",8820,"Class_5"
361606,"Mahlidih",6381,"Class_5"
361607,"Kharkhari",5656,"Class_5"
361608,"Sahnidih",6777,"Class_5"
361609,"Malkera",8232,"Class_5"
361610,"Nagri Kalan",9410,"Class_5"
361611,"Baua Kalan",9489,"Class_5"
361612,"Phulwartanr",5884,"Class_5"
361613,"Jhinghipahari",4550,"Class_6"
361614,"Mahuda",5196,"Class_5"
361835,"Gobindpur",11318,"Class_4"
361836,"Karmatanr",6392,"Class_5"
361837,"Jangalpur",7603,"Class_5"
361864,"Pondarkanali",6611,"Class_5"
361865,"Sialgudri",5450,"Class_5"
361866,"Aralgoria",4647,"Class_6"
361867,"Sansikhara",4570,"Class_6"
361868,"Bardubhi",4185,"Class_6"
361933,"Alagdiha",4609,"Class_6"
361934,"Suranga",4708,"Class_6"
361935,"Baliapur",10097,"Class_4"
362184,"Bhamal",4818,"Class_6"
362185,"Panrra",9563,"Class_5"
362186,"Nirsa",14794,"Class_4"
362187,"Marma",4640,"Class_6"
362188,"Egarkunr",11829,"Class_4"
362189,"Siuliban",24125,"Class_3"
362190,"Mera",7051,"Class_5"
362191,"Maithon",18830,"Class_4"
362192,"Panchmahali",4832,"Class_6"
362193,"Dumarkunda",11434,"Class_4"
362194,"Panchet",7296,"Class_5"
362264,"Bhandra",4606,"Class_6"
362286,"Telo",14274,"Class_4"
362287,"Narra",5390,"Class_5"
362288,"Chandrapura",27425,"Class_3"
362289,"Termi",5111,"Class_5"
362290,"Bursera",4070,"Class_6"
362291,"Sijhua",4376,"Class_6"
362292,"Dugda",22740,"Class_3"
362296,"Bokaro",39305,"Class_3"
362297,"Kurpania",7789,"Class_5"
362298,"Bermo",17401,"Class_4"
362299,"Jaridih Bazar",31882,"Class_3"
362417,"Gumia",48141,"Class_3"
362418,"Hasir",11195,"Class_4"
362419,"Lalpania",3659,"Class_6"
362420,"Saram",15212,"Class_4"
362421,"Tenudam-Cum-Kathhara",22080,"Class_3"
362486,"Tenu",4533,"Class_6"
362594,"Bandh Dih",13192,"Class_4"
362595,"Jena",8143,"Class_5"
362596,"Tanr Balidih",7982,"Class_5"
362723,"Bokaro Steel City",414820,"Class_1"
362724,"Bandhgora",7859,"Class_5"
362853,"Amlabad",4636,"Class_6"
362854,"Bhojudih",7005,"Class_5"
363453,"Bagbera",78356,"Class_2"
363454,"Haludbani",25360,"Class_3"
363455,"Sarjamda",23788,"Class_3"
363456,"Gadhra",18801,"Class_4"
363457,"Chhota Gobindpur",31843,"Class_3"
363458,"Ghorabandha",20718,"Class_3"
363459,"Purihasa",7897,"Class_5"
363618,"Ghatshila",40624,"Class_3"
363910,"Haludpukhur",10485,"Class_4"
363954,"Jadugora",18563,"Class_4"
363955,"Musabani",31035,"Class_3"
365336,"Satgawan Alias Hariharganj",11811,"Class_4"
366659,"Sundna",14552,"Class_4"
366660,"Baratola",14880,"Class_4"
366661,"Rerma",12497,"Class_4"
366842,"Chain Pur",8188,"Class_5"
366843,"Shah Pur",13513,"Class_4"
367010,"Barwadih",7888,"Class_5"
367614,"Alaudia",4943,"Class_6"
367615,"Chandwa",12046,"Class_4"
367884,"Chauparan",5361,"Class_5"
368007,"Barhi",11867,"Class_4"
368008,"Konra",8258,"Class_5"
368484,"Bishnugarh",4847,"Class_6"
368485,"Cherra",5279,"Class_5"
368578,"Meru",7780,"Class_5"
368579,"Marai Kalan",10447,"Class_4"
368580,"Okani-II",11106,"Class_4"
368662,"Palawa",14848,"Class_4"
368709,"Masratu",5996,"Class_5"
368710,"Kadma No-II",7239,"Class_5"
368870,"Urimari",4948,"Class_6"
368911,"Charhi",6842,"Class_5"
368937,"Dari",6405,"Class_5"
368938,"Religara Alias Pachhiari",8239,"Class_5"
368939,"Gidi",13356,"Class_4"
369009,"Patratu",32899,"Class_3"
369010,"Saunda",81915,"Class_2"
369011,"Jai Nagar",5347,"Class_5"
369012,"Hesla",4451,"Class_6"
369013,"Balkundra",3915,"Class_6"
369014,"Lapanga",8017,"Class_5"
369015,"Barkakana",18475,"Class_4"
369090,"Mandu",10223,"Class_4"
369091,"Taping",5080,"Class_5"
369092,"Barughutu",24202,"Class_3"
369093,"Kedla",16054,"Class_4"
369094,"Ara",13547,"Class_4"
369095,"Kuju",21356,"Class_3"
369096,"Topa",5028,"Class_5"
369097,"Orla",5809,"Class_5"
369098,"Sanri Alias Tilaiya",6186,"Class_5"
369099,"Bongabar",5236,"Class_5"
369100,"Seota",6554,"Class_5"
369121,"Sirka",19871,"Class_4"
369122,"Marar",5298,"Class_5"
369184,"Sewai",7874,"Class_5"
369185,"Chitar Pur",22837,"Class_3"
371565,"Rasikpur",8320,"Class_5"
371566,"Dudhani",7117,"Class_5"
371567,"Purana Dumka",10034,"Class_4"
372617,"Karma Tanr",5868,"Class_5"
373458,"Bishrampur",4487,"Class_6"
373459,"Churi",24876,"Class_3"
373460,"Ray",6977,"Class_5"
373461,"Khelari",20010,"Class_3"
373565,"Kanke",17560,"Class_4"
373566,"Arsande",9582,"Class_5"
373657,"Irba",5210,"Class_5"
373896,"Muri",12744,"Class_4"
374058,"Tati",12878,"Class_4"
374059,"Ara",6346,"Class_5"
374060,"Bargarwa",8615,"Class_5"
374098,"Ratu",22379,"Class_3"
374144,"Tundiul",11190,"Class_4"
374963,"Torpa",8592,"Class_5"
375635,"Ghagra",8580,"Class_5"
376061,"Toto",5237,"Class_5"
377852,"Manohar Pur",12453,"Class_4"
377916,"Gua",12554,"Class_4"
377917,"Barajamda",8629,"Class_5"
377918,"Noamundi",17954,"Class_4"
377919,"Meghahatuburu Forest Village",5992,"Class_5"
377920,"Kiriburu",9372,"Class_5"
378290,"Jhinkpani",13068,"Class_4"
378378,"Jagannathpur",7310,"Class_5"
378379,"Danguwapasi",4606,"Class_6"
378866,"Chandil",4839,"Class_6"
378867,"Kopali",43256,"Class_3"
379287,"Kandra",8157,"Class_5"
379288,"Chota Gamahria",7505,"Class_5"
379462,"Sini",6382,"Class_5"
380309,"Sohela",6917,"Class_5"
380419,"Bijepur",6922,"Class_5"
380612,"Bardol",5441,"Class_5"
380613,"Khaliapali",6865,"Class_5"
380737,"Bhatli",4865,"Class_6"
381073,"Bandhbahal",9735,"Class_5"
381107,"Bundia",4304,"Class_6"
381702,"Rengali",10867,"Class_4"
384265,"Panposh",9923,"Class_5"
384373,"Kuanrmunda",9043,"Class_5"
384612,"Jalda",15789,"Class_4"
384613,"Hatibandha",8938,"Class_5"
384647,"Lathikata",7405,"Class_5"
384803,"Koida",6763,"Class_5"
384964,"Tensa",4469,"Class_6"
385209,"Banaigarh",7080,"Class_5"
385278,"Balagoda",11708,"Class_4"
385392,"Jajanga",7482,"Class_5"
385509,"Champua",10394,"Class_4"
385564,"Jhumpura",6064,"Class_5"
386860,"Daitari",4065,"Class_6"
388645,"Jashipur",5101,"Class_5"
394886,"Erei",7890,"Class_5"
397173,"Paradipgarh",4790,"Class_6"
397783,"Krushnanandapur",8974,"Class_5"
398818,"Badamba",6284,"Class_5"
399027,"Nuapatna",8057,"Class_5"
399153,"Dadhapatna",5005,"Class_5"
399154,"Belagachhia",5516,"Class_5"
399315,"Charibatia",4016,"Class_6"
399421,"Kanheipur",4611,"Class_6"
399422,"Ramgarh",4545,"Class_6"
400546,"Kalarangiata",5505,"Class_5"
400547,"Kaliapani",5028,"Class_5"
401372,"Brahmabarada",10721,"Class_4"
401469,"Kabatabandha",4080,"Class_6"
401470,"Anjira",6561,"Class_5"
402000,"Sayadpur",8798,"Class_5"
402315,"Saranga",6426,"Class_5"
403392,"Indipur",4656,"Class_6"
403538,"Palalahada",5749,"Class_5"
403727,"Rengali Damproject Township",6345,"Class_5"
403904,"Tipo",2981,"Class_6"
404088,"Danara",4144,"Class_6"
404089,"Dera Colliery Township",15787,"Class_4"
404090,"Ghantapada",15169,"Class_4"
404091,"T.T.P.S. Township",3613,"Class_6"
404105,"Jorada",4428,"Class_6"
404106,"F.C.I. Township",1359,"Class_6"
404118,"Nalco",19644,"Class_4"
404119,"Kandasar",6668,"Class_5"
404120,"Kulad",4256,"Class_6"
404192,"Budhapanka",6129,"Class_5"
404193,"Gotamara",7420,"Class_5"
404194,"Nuahata",5920,"Class_5"
405611,"Kunjabangarh",6906,"Class_5"
406078,"Kantilo",9181,"Class_5"
406325,"Itamati",10317,"Class_4"
406632,"Odagaon",5401,"Class_5"
406975,"Chandapur",5565,"Class_5"
406976,"Rajasunakhala",6299,"Class_5"
406977,"Ranapurgada",10001,"Class_4"
407456,"Kaipadar",4512,"Class_6"
407607,"Pratapsasan",12830,"Class_4"
407707,"Majhihara",5598,"Class_5"
407708,"Bhakarsahi",7110,"Class_5"
407709,"Bhapur",6438,"Class_5"
408169,"Tangi",4471,"Class_6"
408170,"Balipatapur",6898,"Class_5"
408299,"Dungamal",6271,"Class_5"
408665,"Godiputamatiapara",5967,"Class_5"
409802,"Birapratappur",4708,"Class_6"
410351,"Kullada",5645,"Class_5"
410673,"Badakodanda",5137,"Class_5"
410674,"Lalsingi",7078,"Class_5"
411193,"Badagada",6982,"Class_5"
411296,"Makundapur",4983,"Class_6"
411360,"Mundamarai",4253,"Class_6"
411948,"Pathar",6072,"Class_5"
412057,"Palurgada",5019,"Class_5"
412128,"Agastinuagan",6411,"Class_5"
412160,"Arjyapalli",8001,"Class_5"
412347,"Pitala",4458,"Class_6"
412551,"Sheragada",6653,"Class_5"
412604,"Kukudakhandi",7361,"Class_5"
412605,"Borigam",4855,"Class_6"
412606,"Bhabinipur",10411,"Class_4"
412607,"Lochapada",16377,"Class_4"
412633,"Venkatraipur",4401,"Class_6"
412634,"Golabandha",6232,"Class_5"
412725,"Suvani",7993,"Class_5"
412726,"Surala",8258,"Class_5"
413350,"Patrapur",6059,"Class_5"
413958,"Mohana",5197,"Class_5"
414260,"R.UDAYGIRI",4851,"Class_6"
414848,"Rayagada",4662,"Class_6"
416820,"Baliguda",16611,"Class_4"
417521,"Daringbadi",6995,"Class_5"
419524,"Subalaya",5072,"Class_5"
419976,"Loisinga",6220,"Class_5"
420513,"Tushura",4823,"Class_6"
421195,"Badmal",5431,"Class_5"
421343,"Bangomunda",5759,"Class_5"
422708,"Madanpur Rampur",7892,"Class_5"
424227,"Mukhiguda",6155,"Class_5"
425011,"Tikarpada",8346,"Class_5"
425462,"Bishamakatak",8399,"Class_5"
425727,"Kalyanasingpur",4660,"Class_6"
426511,"Chandili",18552,"Class_4"
427270,"Raighar",5936,"Class_5"
427776,"Papadahandi",9390,"Class_5"
428090,"Khatiguda",6361,"Class_5"
428283,"Boriguma",9785,"Class_5"
429994,"Damanjodi",8862,"Class_5"
429995,"Kurumuli",8504,"Class_5"
430673,"Chitrakonda",6725,"Class_5"
431500,"Katkona",4552,"Class_6"
432613,"Govindpur",4392,"Class_6"
432614,"Shivnandanpur Alias Omkarbahara",6567,"Class_5"
434068,"Kunkuri",13846,"Class_4"
435923,"Durena",5892,"Class_5"
436411,"Rajgamar",11544,"Class_4"
438767,"Koni",7065,"Class_5"
438768,"Lingiyadih",22209,"Class_3"
438769,"Deori",17265,"Class_4"
438770,"Mehmand",8231,"Class_5"
443594,"Hirmi",5139,"Class_5"
443851,"Rawan",5100,"Class_5"
444587,"Mandir Hasaud",12807,"Class_4"
444782,"Siltara",10721,"Class_4"
452273,"Jaura Khurd",32087,"Class_3"
453453,"Malanpur",7492,"Class_5"
454188,"Tekanpur",12348,"Class_4"
454189,"Buzurg",13868,"Class_4"
454190,"Dabra",20629,"Class_3"
454191,"Ramgarh",8423,"Class_5"
457953,"Amanganj",5377,"Class_5"
459749,"Bina Rly Colony",5035,"Class_5"
459750,"Bamora",8493,"Class_5"
460960,"Karrapur",10647,"Class_4"
460961,"Kapuria",1902,"Class_6"
460962,"Bhainsa",5144,"Class_5"
460963,"Rajakhedi",24232,"Class_3"
460964,"Makronia Buzurg",23861,"Class_3"
460965,"Dhana",9677,"Class_5"
460966,"Gamiria Sagar",7984,"Class_5"
462255,"Narsinghgarh",6735,"Class_5"
462494,"Hirdepur",8100,"Class_5"
462495,"Bansatar Kheda",5458,"Class_5"
462691,"Jabera",6806,"Class_5"
463140,"Madhawgdha",5249,"Class_5"
463335,"Majhgawan",8290,"Class_5"
467331,"Nowbasata",4358,"Class_6"
468176,"Goraiya",4408,"Class_6"
468177,"Maliya Guda",8260,"Class_5"
468238,"Mahura",4664,"Class_6"
468368,"Khor",5683,"Class_5"
469140,"Gandhi Sagar Hydel Col",7178,"Class_5"
471043,"Ratlam Rly.Col.",9084,"Class_5"
471486,"Gogapur",7608,"Class_5"
473253,"Pankhedi",11723,"Class_4"
475181,"Dehrisaray",8606,"Class_5"
475533,"Bagh",9274,"Class_5"
476111,"Bangarda Bada",15761,"Class_4"
476238,"Manglaya Sadak",10393,"Class_4"
476365,"Bangarda Chhota",64213,"Class_2"
476366,"Bank",18534,"Class_4"
476367,"Hukmakhedi",10165,"Class_4"
476368,"Ahirkhedi",9357,"Class_5"
476369,"Piplya Kumar",10684,"Class_4"
476370,"Sinhasa",5050,"Class_5"
476371,"Palda",18697,"Class_4"
476372,"Limbodi",9488,"Class_5"
476373,"Lasudiya Mori",10225,"Class_4"
476374,"Bhicholi Hapsi",8774,"Class_5"
476553,"Gujarkheda",5409,"Class_5"
476554,"Santer",6540,"Class_5"
476878,"Barwaha Kasba",13514,"Class_4"
477622,"Sangvi",5383,"Class_5"
477623,"Jaitpur",11835,"Class_4"
477736,"Gogaon",11054,"Class_4"
478249,"Pipri",6821,"Class_5"
481320,"Swroop Nagar",7258,"Class_5"
484481,"Satlapur",14755,"Class_4"
485963,"Ghoda Dongri Ryt",9745,"Class_5"
486095,"Dhodaramohar Alias Bhoura",5956,"Class_5"
487411,"Ordnance Factory Itarsi",7878,"Class_5"
487412,"Meharagaon",5625,"Class_5"
487413,"Ranipur",4561,"Class_6"
487509,"Bhilakhedi",9540,"Class_5"
487930,"Hatwas",12295,"Class_4"
490021,"Ordnance Factory Khamaria",9839,"Class_5"
490022,"GCF Jabalpur",9285,"Class_5"
490023,"Manegaon",12599,"Class_4"
490024,"Bargi",6916,"Class_5"
490025,"Harduli",7682,"Class_5"
490242,"Karmeta",14452,"Class_4"
490243,"Amkhera",8957,"Class_5"
490244,"Maharajpur",10728,"Class_4"
490245,"Pipariya",5084,"Class_5"
490246,"Bilpura",14349,"Class_4"
490247,"Suhagi",14787,"Class_4"
490248,"Vehicle Factory Area Jabalpur",8087,"Class_5"
490249,"Madai",6743,"Class_5"
490449,"Kundam",4856,"Class_6"
491055,"Chichli",9977,"Class_5"
491258,"Rosera",6770,"Class_5"
491406,"Barman Kalan",8143,"Class_5"
492983,"Deodara",10008,"Class_4"
492984,"Khairi",6438,"Class_5"
493668,"Pindrai",4755,"Class_6"
494680,"Panara",4078,"Class_6"
494681,"Pal Chaurai",7061,"Class_5"
494772,"Sethiya",3113,"Class_6"
494773,"Dighawani",5953,"Class_5"
494774,"Sirgora",7430,"Class_5"
494775,"Iklehra",7975,"Class_5"
494776,"Ambada",6282,"Class_5"
495003,"Lonia Karbal",14989,"Class_4"
495334,"Borgaon",7497,"Class_5"
496095,"Dungariya Chhapara",15371,"Class_4"
496325,"Ghansaur",7120,"Class_5"
496624,"Keolari",9654,"Class_5"
497374,"Tirodi",8451,"Class_5"
497647,"Garra",5533,"Class_5"
497814,"Hirapur",6315,"Class_5"
497815,"Bharveli",10357,"Class_4"
497816,"Kosmi",8970,"Class_5"
497965,"Kirnapur",6137,"Class_5"
498469,"Ukwa",6768,"Class_5"
501529,"Amlai",30354,"Class_3"
501530,"Sabo",4366,"Class_6"
501949,"Dola",9273,"Class_5"
501950,"Kelhauri",8796,"Class_5"
501951,"Badra",4785,"Class_6"
501952,"Bangawan",20873,"Class_3"
501953,"Deori",5127,"Class_5"
501954,"Deohra",9686,"Class_5"
501955,"Dumar Kachhar",9480,"Class_5"
503654,"Naudhia",6529,"Class_5"
504556,"Meghnagar",12929,"Class_4"
505451,"Nanpur",5632,"Class_5"
506920,"Madhapar",32293,"Class_3"
506921,"Mirjhapar",7109,"Class_5"
506922,"Sukhpar",13303,"Class_4"
506923,"Mankuva",11975,"Class_4"
507349,"Mundra",20338,"Class_3"
507356,"Galpadar",13155,"Class_4"
507357,"Antarjal",11256,"Class_4"
507358,"Kandla",15782,"Class_4"
508001,"Ambaji",17753,"Class_4"
508111,"Chhapi",8379,"Class_5"
508228,"Bhagal",6250,"Class_5"
508229,"Kanodar",12389,"Class_4"
508379,"Nava Bhildi",4994,"Class_6"
508450,"Deodar",14912,"Class_4"
508785,"Kakoshi",9734,"Class_5"
509558,"Baliyasan",3915,"Class_6"
509559,"Ambaliyasan",7072,"Class_5"
509611,"Bechar Alias Becharaji",12574,"Class_4"
509953,"Vijaynagar",6078,"Class_5"
510317,"Bhiloda",16074,"Class_4"
510446,"Meghraj",11363,"Class_4"
510581,"Savgadh",13841,"Class_4"
510582,"Parabada",6255,"Class_5"
510996,"Malpur",6378,"Class_5"
511118,"Sathamba",7213,"Class_5"
511183,"Chhatral",10215,"Class_4"
511184,"Arsodiya",5859,"Class_5"
511185,"Saij",13882,"Class_4"
511285,"Vavol",12628,"Class_4"
511286,"Palaj",2634,"Class_6"
511287,"Adalaj",11957,"Class_4"
511288,"Bhat",6823,"Class_5"
511289,"Chiloda",9735,"Class_5"
511685,"Bopal",37635,"Class_3"
511686,"Singarva",12547,"Class_4"
511687,"Nandej",9176,"Class_5"
511845,"Ranpur",16944,"Class_4"
512159,"Kharaghoda",11944,"Class_4"
512713,"Mahendranagar",12565,"Class_4"
512714,"Trajpar",16637,"Class_4"
512715,"Saktasanala",5786,"Class_5"
512716,"Ravapara",12206,"Class_4"
512863,"Chandrapur",8906,"Class_5"
512921,"Paddhari",10547,"Class_4"
513004,"Ghanteshvar",5874,"Class_5"
513005,"Anandpar",13483,"Class_4"
513006,"Kotharia",53794,"Class_2"
513090,"Shapur",9249,"Class_5"
513091,"Veraval",19152,"Class_4"
513446,"Jetalsar",9815,"Class_5"
513486,"Mithapur",10508,"Class_4"
513571,"Shaktinagar",13463,"Class_4"
513672,"Digvijaygram",6161,"Class_5"
514241,"Khapat",16744,"Class_4"
514303,"Amardad",5872,"Class_5"
514522,"Dungarpur",5039,"Class_5"
515053,"Bhalpara",14676,"Class_4"
515569,"Lilia",10359,"Class_4"
516183,"Dhasa Vishi",14448,"Class_4"
516225,"Umrala",8044,"Class_5"
516226,"Dhola",7560,"Class_5"
516283,"Nari",9467,"Class_5"
516284,"Vartej",11354,"Class_4"
516285,"Sidsar",11795,"Class_4"
516286,"Malanka",4765,"Class_6"
516334,"Ghogha",12208,"Class_4"
516414,"Songadh",6027,"Class_5"
516672,"Alang",8309,"Class_5"
516804,"Katpar",8677,"Class_5"
516945,"Gamdi",14582,"Class_4"
516946,"Hadgood",14262,"Class_4"
517318,"Virpur",10238,"Class_4"
518647,"Jafrabad",9685,"Class_5"
518648,"Vavdi Bujarg",9107,"Class_5"
519237,"Sanjeli",7448,"Class_5"
519389,"Limkheda",3924,"Class_6"
519476,"Freelandgunj",11657,"Class_4"
519906,"Nandesari",8290,"Class_5"
519907,"Ranoli",11726,"Class_4"
519908,"Karachiya",7103,"Class_5"
519909,"Bajwa",9611,"Class_5"
519910,"Jawaharnagar",3417,"Class_6"
519911,"Undera",16902,"Class_4"
519912,"Tarsali",4929,"Class_6"
520022,"Jarod",7200,"Class_5"
520023,"Vaghodia",16604,"Class_4"
520236,"Jetpur",7864,"Class_5"
520513,"Kavant",9553,"Class_5"
520732,"Nasvadi",8076,"Class_5"
520918,"Alikherva",8951,"Class_5"
520919,"Bodeli",12184,"Class_4"
521555,"Kevadiya",6788,"Class_5"
521769,"Dediapada",9026,"Class_5"
521866,"Sagbara",4496,"Class_6"
521867,"Selamba",6717,"Class_5"
522158,"Palej",12334,"Class_4"
522159,"Sherpura",5748,"Class_5"
522160,"Nandelav",13583,"Class_4"
522161,"Bholav",24605,"Class_3"
522162,"Jhadeshwar",28148,"Class_3"
522163,"Maktampur",10704,"Class_4"
522386,"Andada",16730,"Class_4"
522387,"Gadkhol",25332,"Class_3"
522388,"Sarangpore",16671,"Class_4"
522389,"Bhadkodara",13233,"Class_4"
522390,"Sanjali",5344,"Class_5"
522437,"Kharach",5436,"Class_5"
522842,"Waghai",6715,"Class_5"
522843,"Ahwa",15004,"Class_4"
522909,"Kabilpor",15699,"Class_4"
522910,"Kaliawadi",4591,"Class_6"
522911,"Chhapra",10147,"Class_4"
522985,"Mahuvar",10749,"Class_4"
523041,"Devsar",10346,"Class_4"
523042,"Bilimora",7204,"Class_5"
523043,"Antaliya",6936,"Class_5"
523131,"Chikhli",7025,"Class_5"
523226,"Bansda",14072,"Class_4"
523313,"Pardi Sondhpur",7833,"Class_5"
523314,"Bhagdawada",12291,"Class_4"
523315,"Nanakwada",10172,"Class_4"
523316,"Pardi Parnera",5454,"Class_5"
523317,"Parnera",12296,"Class_4"
523318,"Atul",3486,"Class_6"
523501,"Orvad",5420,"Class_5"
523502,"Balitha",12380,"Class_4"
523503,"Salvav",5486,"Class_5"
523504,"Chhiri",18829,"Class_4"
523505,"Chanod",18776,"Class_4"
523506,"Karvad",5746,"Class_5"
523507,"Lavachha",8549,"Class_5"
523679,"Sarigam",19903,"Class_4"
523680,"Bhilad",9022,"Class_5"
523681,"Daheli",10475,"Class_4"
523682,"Sanjan",15544,"Class_4"
523683,"Dehari",7892,"Class_5"
523684,"Solsumba",18796,"Class_4"
523788,"Kim",18638,"Class_4"
523789,"Sayan",15324,"Class_4"
523880,"Kosamba",16151,"Class_4"
524162,"Amboli",6137,"Class_5"
524203,"Bharthana Kosad",5679,"Class_5"
524204,"Ichchhapor",12097,"Class_4"
524205,"Limla",3683,"Class_6"
524206,"Mora",13924,"Class_4"
524207,"Pardi Kanade",9167,"Class_5"
524208,"Sachin",28102,"Class_3"
524260,"Vareli",9033,"Class_5"
524261,"Kadodara",27336,"Class_3"
524262,"Chalthan",21795,"Class_3"
524347,"Baben",15610,"Class_4"
524716,"Ukai",7453,"Class_5"
524717,"Bhurivel",5730,"Class_5"
524926,"Marwad",7443,"Class_5"
524927,"Kadaiya",12717,"Class_4"
524928,"Bhimpore",10936,"Class_4"
524929,"Dunetha",12470,"Class_4"
524930,"Dabhel",52578,"Class_2"
524931,"Kachigam",18434,"Class_4"
524997,"Dadra",13039,"Class_4"
524998,"Naroli",16260,"Class_4"
524999,"Samarvarni",12553,"Class_4"
525000,"Masat",12139,"Class_4"
525001,"Rakholi",8339,"Class_5"
525192,"Khapar",7235,"Class_5"
525193,"Akkalkuwa",17840,"Class_4"
525194,"Makranifali",4812,"Class_6"
525357,"Vadfalya",6093,"Class_5"
525949,"Khandbara",6511,"Class_5"
526463,"Nijampur",7696,"Class_5"
526464,"Sakri",21764,"Class_3"
526630,"Walwadi",29636,"Class_3"
526631,"Mahindale",7977,"Class_5"
526632,"Awadhan",4732,"Class_6"
527148,"Nimbhore Budruk",7501,"Class_5"
527149,"Kandari",16353,"Class_4"
527150,"Varangaon",35411,"Class_3"
527863,"Takali Pr. Chalisgaon",10630,"Class_4"
527991,"Pachora",211,"Class_6"
529327,"Sundarkhed",13317,"Class_4"
530164,"Umari Pr. Akola",6756,"Class_5"
530165,"Umri Pragane Balapur",20262,"Class_3"
530166,"Shivar",6047,"Class_5"
530167,"Shivani",13699,"Class_4"
530168,"Malkapur",15420,"Class_4"
530169,"Khadki Bk",12133,"Class_4"
531532,"Dharni",15761,"Class_4"
534191,"Pipri",23661,"Class_3"
534192,"Sindi Turf Hindnagar",20956,"Class_3"
534193,"Warud",6386,"Class_5"
534194,"Masala",8883,"Class_5"
534195,"Nalwadi",12119,"Class_4"
534196,"Borgaon",19759,"Class_4"
534197,"Sawangi",14394,"Class_4"
535202,"Bamhni",10341,"Class_4"
